dataset,node,direction,entropy
slashdot090221,23,in,0.0
slashdot090221,24,out,0.9182958340544896
slashdot090221,24,in,0.5032583347756459
slashdot090221,25,out,0.9259400597385792
slashdot090221,25,in,0.833764907210665
slashdot090221,26,out,0.0
slashdot090221,26,in,0.8112781244591328
slashdot090221,28,out,0.0
slashdot090221,28,in,0.8944518845341283
slashdot090221,29,out,0.0
slashdot090221,29,in,0.9809470132751208
slashdot090221,30,out,0.0
slashdot090221,30,in,0.8112781244591328
slashdot090221,32,out,0.0
slashdot090221,32,in,0.0
slashdot090221,35,out,0.0
slashdot090221,35,in,0.550184564917427
slashdot090221,36,out,0.0
slashdot090221,36,in,0.24988229283318536
slashdot090221,37,out,0.8366407419411672
slashdot090221,37,in,0.6736547152290011
slashdot090221,38,out,0.36205125173399805
slashdot090221,38,in,0.27425064105029273
slashdot090221,42,out,0.0
slashdot090221,42,in,0.0
slashdot090221,43,out,0.0
slashdot090221,43,in,0.21084230031853213
slashdot090221,45,out,0.2863969571159563
slashdot090221,45,in,0.14609425012013647
slashdot090221,46,out,0.3095434291503253
slashdot090221,46,in,0.0
slashdot090221,47,out,0.0
slashdot090221,47,in,0.312635640124258
slashdot090221,48,out,0.0
slashdot090221,48,in,0.6115516951951333
slashdot090221,49,out,0.0
slashdot090221,49,in,0.0
slashdot090221,50,out,0.0
slashdot090221,50,in,0.9305861291319928
slashdot090221,52,out,0.0
slashdot090221,52,in,0.3784654279151717
slashdot090221,53,out,0.8208926611190496
slashdot090221,53,in,0.7039260680195971
slashdot090221,55,out,0.3227569588973983
slashdot090221,55,in,0.4080247395219591
slashdot090221,56,out,0.0
slashdot090221,56,in,0.24988229283318536
slashdot090221,57,out,0.0
slashdot090221,57,in,0.5746356978376794
slashdot090221,58,out,0.0
slashdot090221,58,in,0.22256088595700757
slashdot090221,60,out,0.0
slashdot090221,60,in,0.3795243778626807
slashdot090221,61,out,0.5225593745369408
slashdot090221,61,in,0.2974722489192898
slashdot090221,62,out,0.5956085896181628
slashdot090221,62,in,0.7659731573020241
slashdot090221,63,out,0.0
slashdot090221,63,in,0.40217919020227266
slashdot090221,64,out,0.9798687566511528
slashdot090221,64,in,0.0
slashdot090221,65,out,0.5916727785823275
slashdot090221,65,in,0.36205125173399805
slashdot090221,66,out,0.0
slashdot090221,66,in,0.0
slashdot090221,67,out,0.2067783098654221
slashdot090221,67,in,0.2257115527171823
slashdot090221,68,out,0.6783035074537305
slashdot090221,68,in,0.9736680645496201
slashdot090221,69,out,0.26034062501245053
slashdot090221,69,in,0.4885929197914109
slashdot090221,70,out,0.0
slashdot090221,70,in,0.388238977512362
slashdot090221,71,out,0.06047429775658417
slashdot090221,71,in,0.1378026662704413
slashdot090221,72,out,0.0
slashdot090221,72,in,0.22432696034508795
slashdot090221,73,out,0.0
slashdot090221,73,in,0.14609425012013647
slashdot090221,74,out,0.8698926856041562
slashdot090221,74,in,0.9225641366401655
slashdot090221,75,out,0.0
slashdot090221,75,in,0.08807225904068113
slashdot090221,76,out,0.0
slashdot090221,76,in,0.2679047298713761
slashdot090221,79,out,0.06699980460833307
slashdot090221,79,in,0.4461431824285931
slashdot090221,80,out,0.0
slashdot090221,80,in,0.09498684113062561
slashdot090221,81,out,0.0
slashdot090221,81,in,0.9153699714281696
slashdot090221,82,out,0.0
slashdot090221,82,in,0.0
slashdot090221,83,out,0.4318049942752079
slashdot090221,83,in,0.5097345489307137
slashdot090221,85,out,0.0
slashdot090221,85,in,0.7822275393170954
slashdot090221,87,out,0.0
slashdot090221,87,in,0.19642088938265498
slashdot090221,88,out,0.0
slashdot090221,88,in,0.14981136747274784
slashdot090221,89,out,0.739480936716638
slashdot090221,89,in,0.5396084773004916
slashdot090221,91,out,0.3227569588973983
slashdot090221,91,in,0.5435644431995964
slashdot090221,92,out,0.0
slashdot090221,92,in,0.1197366787898985
slashdot090221,93,out,0.0
slashdot090221,93,in,0.3533593350214213
slashdot090221,94,out,0.0
slashdot090221,94,in,0.6672589842449435
slashdot090221,95,out,0.0
slashdot090221,95,in,0.225363639127395
slashdot090221,96,out,0.5032583347756459
slashdot090221,96,in,0.5159469300074475
slashdot090221,97,out,0.0
slashdot090221,97,in,0.7673297194656756
slashdot090221,98,out,0.0
slashdot090221,98,in,0.246444923387401
slashdot090221,99,out,0.0
slashdot090221,99,in,0.7382848661434506
slashdot090221,100,out,0.0
slashdot090221,100,in,0.3930978557485919
slashdot090221,101,out,0.07306611931384567
slashdot090221,101,in,0.18970511913463578
slashdot090221,102,out,0.0
slashdot090221,102,in,0.8112781244591328
slashdot090221,103,out,0.10271325407997645
slashdot090221,103,in,0.3899227292448083
slashdot090221,105,out,0.0
slashdot090221,105,in,0.5032583347756459
slashdot090221,107,out,0.0
slashdot090221,107,in,0.5674714373652979
slashdot090221,108,out,0.5916727785823275
slashdot090221,108,in,0.4394969869215134
slashdot090221,109,out,0.8950051289257759
slashdot090221,109,in,0.9910760598382222
slashdot090221,112,out,0.0
slashdot090221,112,in,0.574837066906821
slashdot090221,113,out,1.0
slashdot090221,113,in,0.9321115676166747
slashdot090221,114,out,0.0
slashdot090221,114,in,0.3095434291503253
slashdot090221,118,out,0.6292492238560345
slashdot090221,118,in,0.0
slashdot090221,119,out,0.0
slashdot090221,119,in,0.6365048555378351
slashdot090221,120,out,0.9182958340544896
slashdot090221,120,in,0.9788698505067783
slashdot090221,123,out,0.20062232431271465
slashdot090221,123,in,0.6193821946787638
slashdot090221,128,out,0.0
slashdot090221,128,in,0.7782879032550674
slashdot090221,130,out,0.0
slashdot090221,130,in,0.0
slashdot090221,134,out,0.0
slashdot090221,134,in,0.0
slashdot090221,135,out,0.0
slashdot090221,135,in,0.0
slashdot090221,140,out,0.0
slashdot090221,140,in,0.6193821946787638
slashdot090221,141,out,0.0
slashdot090221,141,in,0.0
slashdot090221,142,out,0.0
slashdot090221,142,in,0.43055186701043946
slashdot090221,143,out,0.4394969869215134
slashdot090221,143,in,0.5916727785823275
slashdot090221,144,out,0.7024665512903903
slashdot090221,144,in,0.8112781244591328
slashdot090221,145,out,0.0
slashdot090221,145,in,1.0
slashdot090221,146,out,0.0
slashdot090221,146,in,0.863120568566631
slashdot090221,147,out,0.0
slashdot090221,147,in,0.5916727785823275
slashdot090221,148,out,0.43055186701043946
slashdot090221,148,in,0.2863969571159563
slashdot090221,149,out,0.089152429162697
slashdot090221,149,in,0.3877431810559864
slashdot090221,150,out,0.0
slashdot090221,150,in,0.2667649878030259
slashdot090221,151,out,0.909865930765225
slashdot090221,151,in,0.9330252953592911
slashdot090221,153,out,0.0
slashdot090221,153,in,0.9402859586706311
slashdot090221,155,out,0.0
slashdot090221,155,in,0.0
slashdot090221,157,out,0.0
slashdot090221,157,in,0.0
slashdot090221,158,out,0.0
slashdot090221,158,in,0.0
slashdot090221,159,out,0.0741494835779209
slashdot090221,159,in,0.2483224446362871
slashdot090221,160,out,0.0
slashdot090221,160,in,0.0
slashdot090221,161,out,0.8865408928220899
slashdot090221,161,in,0.6763319595084447
slashdot090221,162,out,0.0
slashdot090221,162,in,0.0
slashdot090221,164,out,1.0
slashdot090221,164,in,0.8112781244591328
slashdot090221,165,out,0.0
slashdot090221,165,in,0.0
slashdot090221,168,out,0.5127091420308771
slashdot090221,168,in,0.7642045065086203
slashdot090221,169,out,0.355488677888937
slashdot090221,169,in,0.43275015878875406
slashdot090221,170,out,0.0
slashdot090221,170,in,0.7882761262664506
slashdot090221,172,out,0.0
slashdot090221,172,in,0.2190523368641053
slashdot090221,173,out,0.0
slashdot090221,173,in,0.7219280948873623
slashdot090221,175,out,0.14731066693045372
slashdot090221,175,in,0.5293608652873644
slashdot090221,176,out,0.74959525725948
slashdot090221,176,in,0.9999159948541076
slashdot090221,177,out,0.0
slashdot090221,177,in,0.9709505944546686
slashdot090221,178,out,0.8812908992306927
slashdot090221,178,in,0.9709505944546686
slashdot090221,180,out,0.0
slashdot090221,180,in,0.41197796835960676
slashdot090221,182,out,0.0
slashdot090221,182,in,0.6609623351442084
slashdot090221,183,out,0.0
slashdot090221,183,in,0.31468260413466564
slashdot090221,184,out,0.0
slashdot090221,184,in,0.0
slashdot090221,185,out,0.7080803256135679
slashdot090221,185,in,0.5159469300074475
slashdot090221,186,out,0.0
slashdot090221,186,in,0.0
slashdot090221,187,out,0.4689955935892811
slashdot090221,187,in,0.9709505944546686
slashdot090221,188,out,0.6500224216483541
slashdot090221,188,in,0.8112781244591328
slashdot090221,189,out,0.0
slashdot090221,189,in,0.0
slashdot090221,190,out,0.0
slashdot090221,190,in,0.0
slashdot090221,191,out,0.0
slashdot090221,191,in,0.04563057159619072
slashdot090221,192,out,0.6267511370265895
slashdot090221,192,in,0.7355085815538399
slashdot090221,194,out,0.9231199835423004
slashdot090221,194,in,0.709825885194168
slashdot090221,195,out,0.0
slashdot090221,195,in,0.49123734182433304
slashdot090221,197,out,0.0
slashdot090221,197,in,0.33122635256874544
slashdot090221,198,out,0.9980008838722995
slashdot090221,198,in,0.9943766625699824
slashdot090221,200,out,0.4394969869215134
slashdot090221,200,in,0.0
slashdot090221,201,out,0.0
slashdot090221,201,in,0.3665780125533459
slashdot090221,206,out,0.0
slashdot090221,206,in,0.0
slashdot090221,207,out,0.0
slashdot090221,207,in,0.9182958340544896
slashdot090221,208,out,0.0
slashdot090221,208,in,1.0
slashdot090221,209,out,0.0
slashdot090221,209,in,0.0
slashdot090221,212,out,0.0
slashdot090221,212,in,0.0
slashdot090221,213,out,0.9182958340544896
slashdot090221,213,in,1.0
slashdot090221,214,out,0.0
slashdot090221,214,in,0.0
slashdot090221,215,out,0.0
slashdot090221,215,in,0.0
slashdot090221,216,out,0.6900703653284017
slashdot090221,216,in,0.9886994082884974
slashdot090221,221,out,0.0
slashdot090221,221,in,0.9852281360342515
slashdot090221,222,out,0.9751190649408661
slashdot090221,222,in,0.863120568566631
slashdot090221,223,out,0.0
slashdot090221,223,in,0.0
slashdot090221,224,out,0.4394969869215134
slashdot090221,224,in,0.6500224216483541
slashdot090221,228,out,0.0
slashdot090221,228,in,0.3712323266408755
slashdot090221,229,out,0.0
slashdot090221,229,in,1.0
slashdot090221,231,out,0.0
slashdot090221,231,in,0.8921212805771683
slashdot090221,232,out,0.7642045065086203
slashdot090221,232,in,0.5916727785823275
slashdot090221,233,out,0.0
slashdot090221,233,in,0.0
slashdot090221,234,out,0.8564052389131376
slashdot090221,234,in,0.7320666900931938
slashdot090221,235,out,0.9456603046006401
slashdot090221,235,in,0.0
slashdot090221,236,out,0.0
slashdot090221,236,in,0.0
slashdot090221,238,out,0.9798687566511528
slashdot090221,238,in,0.8453509366224364
slashdot090221,239,out,0.0
slashdot090221,239,in,0.0
slashdot090221,241,out,0.0
slashdot090221,241,in,0.47434543756223957
slashdot090221,243,out,0.0
slashdot090221,243,in,0.9709505944546686
slashdot090221,244,out,0.0
slashdot090221,244,in,0.7522121733341474
slashdot090221,245,out,0.3451173149449531
slashdot090221,245,in,0.5384569204630842
slashdot090221,246,out,0.0
slashdot090221,246,in,0.9957274520849255
slashdot090221,247,out,0.3712323266408755
slashdot090221,247,in,0.0
slashdot090221,249,out,0.9293636260137187
slashdot090221,249,in,0.9819407868640977
slashdot090221,251,out,0.0
slashdot090221,251,in,0.863120568566631
slashdot090221,255,out,0.0
slashdot090221,255,in,0.0
slashdot090221,256,out,0.9984073220991563
slashdot090221,256,in,0.8997437586982626
slashdot090221,257,out,0.0
slashdot090221,257,in,0.7219280948873623
slashdot090221,258,out,0.07949044238393389
slashdot090221,258,in,0.08499555983671243
slashdot090221,259,out,0.0
slashdot090221,259,in,0.8453509366224364
slashdot090221,261,out,0.866725613094959
slashdot090221,261,in,0.0
slashdot090221,263,out,0.9182958340544896
slashdot090221,263,in,0.28119379643204273
slashdot090221,264,out,0.0
slashdot090221,264,in,0.24602257822033174
slashdot090221,265,out,0.405977038475571
slashdot090221,265,in,0.0
slashdot090221,266,out,0.0
slashdot090221,266,in,0.42708558894562587
slashdot090221,269,out,0.4689955935892811
slashdot090221,269,in,0.4537163391869448
slashdot090221,270,out,0.6962122601251458
slashdot090221,270,in,0.0
slashdot090221,273,out,0.0
slashdot090221,273,in,0.45633231006472774
slashdot090221,275,out,0.7355085815538399
slashdot090221,275,in,0.6193821946787638
slashdot090221,277,out,0.7219280948873623
slashdot090221,277,in,0.3308871406134375
slashdot090221,279,out,0.0
slashdot090221,279,in,0.0
slashdot090221,282,out,0.0
slashdot090221,282,in,0.0
slashdot090221,286,out,0.0
slashdot090221,286,in,0.8997437586982626
slashdot090221,287,out,0.0
slashdot090221,287,in,0.0
slashdot090221,288,out,0.0
slashdot090221,288,in,0.4689955935892811
slashdot090221,289,out,0.0
slashdot090221,289,in,0.0
slashdot090221,290,out,0.0
slashdot090221,290,in,0.7172524777375697
slashdot090221,292,out,0.0
slashdot090221,292,in,0.0
slashdot090221,295,out,0.0
slashdot090221,295,in,0.0
slashdot090221,296,out,0.8112781244591328
slashdot090221,296,in,0.7871265862012691
slashdot090221,298,out,0.3095434291503252
slashdot090221,298,in,0.3591016256485497
slashdot090221,299,out,0.0
slashdot090221,299,in,0.0
slashdot090221,300,out,0.7642045065086203
slashdot090221,300,in,0.8314743880097293
slashdot090221,301,out,0.954434002924965
slashdot090221,301,in,0.9182958340544896
slashdot090221,303,out,0.3533593350214213
slashdot090221,303,in,0.0
slashdot090221,308,out,0.6193821946787638
slashdot090221,308,in,0.7572904125307798
slashdot090221,309,out,0.0
slashdot090221,309,in,0.6500224216483541
slashdot090221,310,out,0.9182958340544896
slashdot090221,310,in,0.9744894033980523
slashdot090221,311,out,0.0
slashdot090221,311,in,0.8708644692353646
slashdot090221,313,out,0.41381685030363385
slashdot090221,313,in,0.45987267461382597
slashdot090221,314,out,0.0
slashdot090221,314,in,0.7642045065086203
slashdot090221,316,out,0.0
slashdot090221,316,in,0.3912435636292555
slashdot090221,317,out,0.0
slashdot090221,317,in,0.0
slashdot090221,318,out,0.9957274520849255
slashdot090221,318,in,1.0
slashdot090221,319,out,0.0
slashdot090221,319,in,1.0
slashdot090221,320,out,0.0
slashdot090221,320,in,0.0
slashdot090221,321,out,0.24229218908241493
slashdot090221,321,in,0.5586293734521992
slashdot090221,322,out,0.9910760598382222
slashdot090221,322,in,0.9709505944546686
slashdot090221,323,out,0.9975025463691152
slashdot090221,323,in,0.8865408928220899
slashdot090221,324,out,0.9348490242345944
slashdot090221,324,in,0.9910760598382222
slashdot090221,325,out,0.0
slashdot090221,325,in,0.6840384356390417
slashdot090221,327,out,0.0
slashdot090221,327,in,0.0
slashdot090221,328,out,0.7219280948873623
slashdot090221,328,in,0.9946937953613058
slashdot090221,329,out,0.0
slashdot090221,329,in,0.4689955935892811
slashdot090221,330,out,0.0
slashdot090221,330,in,0.48048674247051454
slashdot090221,331,out,0.8397622740178035
slashdot090221,331,in,0.9366673818775626
slashdot090221,335,out,0.0
slashdot090221,335,in,0.0
slashdot090221,336,out,0.5467175366117472
slashdot090221,336,in,0.6373874992221911
slashdot090221,337,out,0.0
slashdot090221,337,in,0.39662777277837896
slashdot090221,338,out,0.9852281360342515
slashdot090221,338,in,1.0
slashdot090221,339,out,0.0
slashdot090221,339,in,0.0
slashdot090221,340,out,0.0
slashdot090221,340,in,0.9182958340544896
slashdot090221,342,out,0.0
slashdot090221,342,in,0.0
slashdot090221,343,out,0.9656361333706098
slashdot090221,343,in,0.5757764957675419
slashdot090221,344,out,0.6500224216483541
slashdot090221,344,in,0.9182958340544896
slashdot090221,345,out,0.8175072881213616
slashdot090221,345,in,0.9456603046006401
slashdot090221,347,out,0.8112781244591328
slashdot090221,347,in,0.8314743880097293
slashdot090221,348,out,0.0
slashdot090221,348,in,0.7706290693639406
slashdot090221,350,out,0.0
slashdot090221,350,in,0.6051865766334206
slashdot090221,351,out,0.27021686722886556
slashdot090221,351,in,0.3984592740952357
slashdot090221,353,out,0.0
slashdot090221,353,in,0.9402859586706311
slashdot090221,354,out,0.8179252501386403
slashdot090221,354,in,0.5032583347756459
slashdot090221,355,out,0.0
slashdot090221,355,in,0.0
slashdot090221,356,out,0.0
slashdot090221,356,in,0.7292739418449412
slashdot090221,357,out,0.0
slashdot090221,357,in,0.0
slashdot090221,358,out,0.7642045065086203
slashdot090221,358,in,0.0
slashdot090221,361,out,0.7642045065086203
slashdot090221,361,in,0.0
slashdot090221,362,out,0.16542703399626688
slashdot090221,362,in,0.0
slashdot090221,364,out,0.9852281360342515
slashdot090221,364,in,0.7219280948873623
slashdot090221,366,out,0.4689955935892811
slashdot090221,366,in,0.7871265862012691
slashdot090221,367,out,0.0
slashdot090221,367,in,0.6193821946787638
slashdot090221,369,out,0.13923299905509906
slashdot090221,369,in,0.27619542764793925
slashdot090221,370,out,0.0
slashdot090221,370,in,0.0
slashdot090221,377,out,0.0
slashdot090221,377,in,0.0
slashdot090221,378,out,0.5293608652873644
slashdot090221,378,in,0.600608575413187
slashdot090221,379,out,0.5435644431995964
slashdot090221,379,in,0.0
slashdot090221,383,out,0.9182958340544896
slashdot090221,383,in,0.0
slashdot090221,384,out,0.23519338181924138
slashdot090221,384,in,0.8453509366224364
slashdot090221,386,out,0.9182958340544896
slashdot090221,386,in,0.0
slashdot090221,387,out,0.0
slashdot090221,387,in,0.9785844853199951
slashdot090221,390,out,0.0
slashdot090221,390,in,0.3193373865339729
slashdot090221,393,out,0.6071716548713029
slashdot090221,393,in,0.3533593350214213
slashdot090221,394,out,0.8812908992306927
slashdot090221,394,in,0.3912435636292555
slashdot090221,397,out,0.5665095065529052
slashdot090221,397,in,0.0
slashdot090221,398,out,0.0
slashdot090221,398,in,0.3665780125533459
slashdot090221,400,out,0.9679884922470297
slashdot090221,400,in,0.8112781244591328
slashdot090221,401,out,0.7691928290130138
slashdot090221,401,in,0.9751190649408661
slashdot090221,402,out,0.6500224216483541
slashdot090221,402,in,0.5586293734521992
slashdot090221,403,out,0.9957274520849255
slashdot090221,403,in,0.0
slashdot090221,404,out,0.0
slashdot090221,404,in,0.0
slashdot090221,405,out,0.8112781244591328
slashdot090221,405,in,0.0
slashdot090221,408,out,0.0
slashdot090221,408,in,0.8112781244591328
slashdot090221,414,out,0.3372900666170139
slashdot090221,414,in,0.7106768538561228
slashdot090221,415,out,0.7382848661434506
slashdot090221,415,in,0.5916727785823275
slashdot090221,416,out,0.0
slashdot090221,416,in,1.0
slashdot090221,417,out,0.0
slashdot090221,417,in,0.6962122601251458
slashdot090221,418,out,0.0
slashdot090221,418,in,0.9182958340544896
slashdot090221,419,out,1.0
slashdot090221,419,in,0.6840384356390417
slashdot090221,421,out,0.0
slashdot090221,421,in,0.5520625714615981
slashdot090221,426,out,0.0
slashdot090221,426,in,0.3533593350214213
slashdot090221,427,out,0.0
slashdot090221,427,in,0.6500224216483541
slashdot090221,430,out,0.0
slashdot090221,430,in,0.7837769474847008
slashdot090221,431,out,0.0
slashdot090221,431,in,0.0
slashdot090221,432,out,0.0
slashdot090221,432,in,0.41142983137595474
slashdot090221,433,out,0.693127415328288
slashdot090221,433,in,0.6840384356390418
slashdot090221,435,out,0.0
slashdot090221,435,in,0.74959525725948
slashdot090221,437,out,0.0
slashdot090221,437,in,0.8524051786494786
slashdot090221,438,out,0.8112781244591328
slashdot090221,438,in,0.9438767571287909
slashdot090221,440,out,0.0
slashdot090221,440,in,0.0
slashdot090221,442,out,0.0
slashdot090221,442,in,0.5435644431995964
slashdot090221,443,out,0.0
slashdot090221,443,in,0.0
slashdot090221,444,out,0.9824740868386409
slashdot090221,444,in,0.5746356978376794
slashdot090221,445,out,0.4464813468968031
slashdot090221,445,in,0.0
slashdot090221,448,out,0.9612366047228759
slashdot090221,448,in,0.7219280948873623
slashdot090221,451,out,0.0
slashdot090221,451,in,0.0
slashdot090221,453,out,0.6987003526563343
slashdot090221,453,in,0.7642045065086203
slashdot090221,455,out,0.0
slashdot090221,455,in,0.7219280948873623
slashdot090221,456,out,0.7309263775906011
slashdot090221,456,in,0.5349436990971066
slashdot090221,458,out,0.9798687566511528
slashdot090221,458,in,0.0
slashdot090221,460,out,0.5713549744279547
slashdot090221,460,in,0.31273337639664345
slashdot090221,461,out,0.17925606692832127
slashdot090221,461,in,0.3095434291503253
slashdot090221,462,out,0.0
slashdot090221,462,in,0.9182958340544896
slashdot090221,465,out,0.9182958340544896
slashdot090221,465,in,0.40217919020227266
slashdot090221,466,out,0.0
slashdot090221,466,in,0.0
slashdot090221,468,out,0.0
slashdot090221,468,in,0.0
slashdot090221,473,out,0.954434002924965
slashdot090221,473,in,0.0
slashdot090221,474,out,0.8112781244591328
slashdot090221,474,in,0.0
slashdot090221,476,out,0.9973256795690415
slashdot090221,476,in,0.23181305002459018
slashdot090221,477,out,0.3712323266408755
slashdot090221,477,in,0.0
slashdot090221,478,out,0.0
slashdot090221,478,in,0.5283773417314563
slashdot090221,481,out,0.0
